Gene,Group,Correlation
COL5A1,WNT,0.675384615384615
PTGS1,WNT,0.675384615384615
RIN1,WNT,0.675384615384615
TLX3,SHH,0.675330123146206
ALX4,WNT,0.674615384615385
LYRM9,Group4,0.674615384615385
GTF3A,SHH,0.674615384615385
STK3,SHH,0.674615384615385
TEF,WNT,0.674615384615385
TAP1,Group3,0.674615384615385
ADCY5,Group4,0.674615384615385
FAM181B,Group4,0.674615384615385
MPP1,WNT,0.674615384615385
STK3,WNT,0.674615384615385
MBOAT2,Group3,0.674615384615385
SSBP3,Group3,0.674615384615385
CCDC36,WNT,0.673846153846154
RASSF9,SHH,0.673846153846154
SMOC2,SHH,0.673846153846154
NPEPPS,Group4,0.673846153846154
GRHPR,SHH,0.673846153846154
RPS6KA6,SHH,0.673846153846154
NPEPPS,Group3,0.673846153846154
MYO5B,WNT,0.673846153846154
SYNE2,Group4,0.673846153846154
TRAF3,Group4,0.673076923076923
SYT9,WNT,0.673076923076923
FOCAD,Group3,0.673076923076923
FOCAD,Group4,0.673076923076923
ING1,SHH,0.673076923076923
TCP10L,SHH,0.673076923076923
FAM155B,SHH,0.673076923076923
PVRL1,Group3,0.673076923076923
CLIP3,Group4,0.673076923076923
PNMA1,Group4,0.67282544955987
GNGT1,Group3,0.672437019555653
PPFIBP2,WNT,0.672307692307692
TFF3,SHH,0.672307692307692
TFF3,WNT,0.672307692307692
VIM,WNT,0.671538461538462
VPS13A,Group3,0.671538461538462
PPP1R16B,WNT,0.671538461538462
SGK223,Group4,0.671538461538462
NCOA7,Group4,0.671538461538462
BOC,SHH,0.671538461538462
ISL2,Group3,0.671285803222205
STX3,Group3,0.670769230769231
NRN1,Group4,0.670769230769231
SOX9,WNT,0.670769230769231
PRDM1,WNT,0.670769230769231
ACCS,WNT,0.670769230769231
LYRM5,Group3,0.670769230769231
CNTNAP5,Group3,0.670769230769231
STX3,WNT,0.670769230769231
SOX9,SHH,0.670769230769231
APC,Group4,0.670769230769231
LYRM5,Group4,0.670769230769231
MICAL1,SHH,0.670769230769231
MMAB,WNT,0.67
DNAJB2,Group3,0.67
UGCG,Group3,0.67
RPIA,SHH,0.67
FOXD1,WNT,0.67
MMAB,Group3,0.67
RALGPS1,Group4,0.67
TMEM255A,Group4,0.67
SYT13,Group4,0.669230769230769
PROM1,Group3,0.669230769230769
RPL22L1,SHH,0.668461538461539
KCTD16,WNT,0.668461538461539
MEGF11,WNT,0.668461538461539
OBSL1,WNT,0.668461538461539
NUP205,Group3,0.668461538461539
PLCB1,WNT,0.668461538461539
CEP112,WNT,0.668461538461539
LRRC39,Group3,0.668461538461539
CCDC181,WNT,0.667692307692308
HEATR6,Group3,0.667692307692308
HEATR6,Group4,0.667692307692308
MAML3,Group4,0.667692307692308
ASXL3,Group4,0.667692307692308
BMP5,SHH,0.667692307692308
TACR3,Group3,0.667692307692308
SYNPR,Group4,0.667692307692308
TRIM46,SHH,0.666923076923077
TRIM67,Group4,0.666923076923077
PDE9A,Group4,0.666923076923077
HDHD3,Group4,0.666153846153846
ALCAM,WNT,0.666153846153846
CDC42EP3,WNT,0.666153846153846
HDHD3,Group3,0.666153846153846
FAM179A,WNT,0.666153846153846
INPP4B,SHH,0.666153846153846
SPATA20,Group3,0.665384615384615
KCNG1,SHH,0.665384615384615
SLC35F3,Group3,0.665384615384615
C7orf13,Group4,0.665384615384615
SPATC1L,SHH,0.665384615384615
SLMO1,Group3,0.665384615384615
SUDS3,Group4,0.665384615384615
SPATA20,Group4,0.665384615384615
SLMO1,Group4,0.665384615384615
AKR1C2,Group4,0.664615384615385
HRK,SHH,0.664615384615385
DNTT,SHH,0.66441577950734
TBX15,SHH,0.663846153846154
FAM110D,SHH,0.663846153846154
RTN4RL1,Group3,0.663846153846154
ZNF765,SHH,0.663846153846154
OLFM1,WNT,0.663846153846154
HTRA3,WNT,0.663076923076923
ZNF433,Group3,0.663076923076923
GAS1,SHH,0.663076923076923
MMP28,WNT,0.663076923076923
LZTFL1,WNT,0.663076923076923
MYLIP,Group3,0.663076923076923
FGFR2,WNT,0.663076923076923
GPR173,SHH,0.662307692307692
GPR173,WNT,0.662307692307692
TGFB2,SHH,0.662307692307692
CLDN11,WNT,0.662307692307692
SYT4,Group4,0.662307692307692
TSPAN9,WNT,0.661538461538462
TUBB3,Group4,0.661538461538462
TUBB3,SHH,0.661538461538462
CYYR1,SHH,0.660769230769231
MAGI3,Group4,0.660769230769231
JAZF1,Group3,0.660769230769231
FAM196A,WNT,0.660769230769231
TMEM215,WNT,0.660126959701088
HOXD13,WNT,0.660052526050114
SFMBT2,WNT,0.66
FH,Group3,0.66
CNTN5,WNT,0.66
FH,Group4,0.66
DNASE2,WNT,0.66
RSRC1,WNT,0.66
ASB8,Group3,0.66
GLCCI1,Group3,0.66
ASB8,Group4,0.66
PRKAG2,SHH,0.659230769230769
KCNQ3,Group3,0.659230769230769
SBP1,Group4,0.659230769230769
CDH24,Group3,0.658461538461538
PGM2,SHH,0.658461538461538
SLC12A2,WNT,0.658461538461538
PGM2,WNT,0.658461538461538
ALDH1L2,SHH,0.658461538461538
TCEAL7,SHH,0.658461538461538
CDH24,Group4,0.658461538461538
DRAM2,SHH,0.657692307692308
RAB26,SHH,0.657692307692308
ZADH2,Group3,0.657692307692308
MMD2,Group4,0.657692307692308
CCBE1,WNT,0.657692307692308
MSRA,Group4,0.656923076923077
PAK3,SHH,0.656923076923077
SPATA13,Group4,0.656923076923077
KCNH8,Group4,0.656923076923077
LSM11,Group3,0.656923076923077
PAK3,Group4,0.656923076923077
LSM11,Group4,0.656923076923077
METRN,SHH,0.656923076923077
ASUN,Group3,0.656923076923077
AC005358.1,SHH,0.656923076923077
PTGFRN,WNT,0.656153846153846
MARVELD1,WNT,0.656153846153846
PCDH1,WNT,0.655384615384615
ARHGAP11B,SHH,0.655384615384615
FAM111B,SHH,0.655384615384615
TMPRSS9,WNT,0.655384615384615
RBM23,Group3,0.655384615384615
AHCY,WNT,0.655384615384615
BRAP,Group4,0.654615384615385
SUCLG2,WNT,0.654615384615385
IFI27L2,WNT,0.654615384615385
SUCLG2,SHH,0.654615384615385
TBC1D30,WNT,0.653846153846154
FLNB,SHH,0.653846153846154
PPAPDC1A,Group4,0.653846153846154
MAP3K4,Group3,0.653076923076923
DIAPH2,SHH,0.653076923076923
PIEZO2,WNT,0.653076923076923
TF,WNT,0.653076923076923
AMN1,Group3,0.653076923076923
CRB2,WNT,0.653076923076923
WBP11,Group3,0.653076923076923
AMN1,Group4,0.653076923076923
B4GALT5,SHH,0.653076923076923
USP49,Group3,0.652307692307692
SEPTIN11,SHH,0.652307692307692
IRF8,WNT,0.652307692307692
TBX2,WNT,0.652307692307692
SELENBP1,WNT,0.652307692307692
PLTP,WNT,0.652307692307692
KCNK12,SHH,0.652307692307692
GABRD,WNT,0.652307692307692
SLC31A1,Group4,0.652307692307692
IQCJ-SCHIP1,SHH,0.652307692307692
NAPB,Group3,0.652307692307692
CTNNA1,WNT,0.652307692307692
NAPB,Group4,0.652307692307692
GRIA4,SHH,0.652307692307692
IQCJ-SCHIP1,WNT,0.652307692307692
KLHDC10,Group4,0.651538461538462
CHSY1,SHH,0.651538461538462
BCL11B,Group3,0.651538461538462
ALG2,WNT,0.651538461538462
MKLN1,Group4,0.651538461538462
EMB,WNT,0.651538461538462
LGALSL,WNT,0.651538461538462
DCUN1D3,WNT,0.651538461538462
WNT16,WNT,0.651538461538462
ADK,SHH,0.651538461538462
TMEM123,WNT,0.650769230769231
REL,Group3,0.650769230769231
FBXO4,WNT,0.650769230769231
TMEM123,SHH,0.650769230769231
PHTF2,Group4,0.650769230769231
ST5,Group3,0.650769230769231
RPA4,SHH,0.650125036069253
NOTCH1,SHH,0.65
SHOX2,WNT,0.65
ARHGAP18,Group3,0.65
POU2F1,Group4,0.65
STK32C,Group4,0.649230769230769
MFSD11,Group3,0.649230769230769
CACNA1S,WNT,0.649230769230769
MFSD11,Group4,0.649230769230769
MYL7,SHH,0.648970967957888
HPCAL1,WNT,0.648461538461539
MMP2,WNT,0.648461538461539
L3MBTL3,Group4,0.648461538461539
BSG,Group3,0.648461538461539
ZFHX3,WNT,0.648461538461539
FAM101A,Group4,0.648461538461539
SUSD1,WNT,0.648461538461539
BSG,WNT,0.648461538461539
HPCAL1,Group4,0.648461538461539
CNGB3,Group3,0.64822398288231
MEGF6,WNT,0.647692307692308
MYRIP,Group4,0.647692307692308
DNAJB6,Group4,0.647692307692308
MSH3,Group3,0.647692307692308
NUDT16,WNT,0.647692307692308
CPQ,SHH,0.647692307692308
MYRIP,Group3,0.647692307692308
XKR9,Group3,0.647692307692308
TSPAN5,WNT,0.647692307692308
SOX7,WNT,0.647692307692308
SLC13A4,Group3,0.647692307692308
CACNG5,WNT,0.646923076923077
CCPG1,Group3,0.646923076923077
CAV1,Group3,0.646923076923077
E2F7,WNT,0.646923076923077
MOBP,WNT,0.646923076923077
HMGA1,Group3,0.646923076923077
HSPA12A,SHH,0.646923076923077
MOBP,Group4,0.646923076923077
KRT222,Group4,0.646651461819555
UBE2J1,Group4,0.646153846153846
PVRL3,SHH,0.646153846153846
RASL10B,WNT,0.646153846153846
NISCH,Group3,0.646153846153846
UBE2J1,Group3,0.646153846153846
SMIM19,WNT,0.646153846153846
NANOS3,Group4,0.646153846153846
NDUFAF2,Group3,0.646153846153846
ZNF649,Group3,0.646153846153846
MMS22L,SHH,0.645384615384615
LACTB2,Group3,0.645384615384615
PODN,SHH,0.645384615384615
COL5A2,SHH,0.644615384615385
QSOX1,SHH,0.644615384615385
ATP2A3,SHH,0.644615384615385
TMEM261,WNT,0.643846153846154
TMEM2,WNT,0.643846153846154
ESR2,SHH,0.643846153846154
CPEB2,Group4,0.643846153846154
DIRAS2,Group3,0.643846153846154
MAF,WNT,0.643076923076923
SLC41A2,SHH,0.643076923076923
STAU2,Group3,0.643076923076923
PLEKHH2,WNT,0.643076923076923
SMPD3,Group4,0.643076923076923
TMEM132D,Group3,0.642307692307692
COX4I1,SHH,0.642307692307692
HHIPL2,WNT,0.642307692307692
CRYL1,WNT,0.641538461538462
DAPK1,Group4,0.641538461538462
ENHO,Group4,0.641538461538462
AUTS2,WNT,0.641538461538462
AASS,SHH,0.640769230769231
CALCB,SHH,0.640769230769231
ZNF286A,SHH,0.640769230769231
PIEZO1,Group3,0.640769230769231
SYNGR3,SHH,0.640769230769231
BAMBI,WNT,0.640769230769231
PIEZO1,Group4,0.640769230769231
UCHL3,Group3,0.640769230769231
ENAH,Group3,0.64
C10orf85,Group4,0.64
SH2D3C,SHH,0.64
SOCS6,WNT,0.64
NRG3,SHH,0.64
ST3GAL4,WNT,0.64
SLIT3,Group4,0.64
PRRT3,WNT,0.64
SSR2,SHH,0.639230769230769
MYOCD,SHH,0.639230769230769
SSR2,WNT,0.639230769230769
ATCAY,SHH,0.639230769230769
ALPL,WNT,0.639230769230769
ATCAY,Group4,0.639230769230769
SPTAN1,Group4,0.638461538461539
SLC35B4,Group3,0.638461538461539
PRKRIP1,Group4,0.638461538461539
FAM184A,Group3,0.638461538461539
PKP2,WNT,0.638461538461539
NKD1,WNT,0.637692307692308
SCMH1,Group3,0.637692307692308
SCMH1,Group4,0.637692307692308
SEMA6D,WNT,0.637692307692308
SLC15A4,Group3,0.636923076923077
RGS16,Group3,0.636923076923077
ARHGAP11A,SHH,0.636923076923077
MPC1,Group3,0.636153846153846
MPC1,Group4,0.636153846153846
CHD3,Group4,0.636153846153846
IGSF3,Group4,0.636153846153846
COL2A1,WNT,0.636153846153846
SCUBE1,WNT,0.636153846153846
LRRC10B,WNT,0.636153846153846
CHD3,Group3,0.636153846153846
BHLHE40,WNT,0.636153846153846
TRIM9,Group4,0.636153846153846
GNG11,WNT,0.636153846153846
SPPL3,Group4,0.636153846153846
MCCC1,SHH,0.635384615384615
RGMB,SHH,0.635384615384615
RNF212,WNT,0.635384615384615
PTDSS1,Group3,0.635384615384615
APBA1,Group4,0.634615384615385
FUCA2,WNT,0.634615384615385
UNC13C,SHH,0.634615384615385
RCOR1,Group3,0.634615384615385
AMER2,Group4,0.634615384615385
FUT9,SHH,0.633846153846154
JPH3,Group4,0.633846153846154
AP3S2,WNT,0.633846153846154
SPSB4,SHH,0.633846153846154
TEX9,SHH,0.633846153846154
SPHK1,SHH,0.633076923076923
MTFR1,Group3,0.633076923076923
RGAG4,Group4,0.633076923076923
ANXA5,SHH,0.633076923076923
RASAL2,Group3,0.633076923076923
ITGBL1,SHH,0.633076923076923
RASAL2,Group4,0.633076923076923
ANXA5,WNT,0.633076923076923
ALDH5A1,Group4,0.632307692307692
SHISA4,WNT,0.632307692307692
SMIM11,Group4,0.632307692307692
SMIM11,Group3,0.632307692307692
ALDH5A1,Group3,0.632307692307692
EPAS1,Group4,0.632307692307692
TMEM18,SHH,0.631538461538462
KIAA1598,Group4,0.631538461538462
PGM5,WNT,0.631538461538462
HOXD9,WNT,0.631185837573576
COMMD3-BMI1,Group4,0.630769230769231
GRB10,WNT,0.630769230769231
FOSL2,Group4,0.630769230769231
CLGN,Group3,0.63
LPIN1,WNT,0.63
KIAA0930,Group4,0.63
CYB5R2,WNT,0.63
CLGN,Group4,0.63
TET1,Group4,0.63
RP11-680G10.1,SHH,0.63
PREX1,SHH,0.63
PHLDB2,WNT,0.629230769230769
CCDC120,Group4,0.629230769230769
PDE7A,SHH,0.629230769230769
RNASEH2B,Group3,0.629230769230769
FAM135B,Group3,0.629230769230769
ANXA2,WNT,0.628461538461538
AJUBA,SHH,0.628461538461538
HSPB2,WNT,0.628461538461538
AJUBA,WNT,0.628461538461538
IL1RAPL1,WNT,0.628461538461538
HIST3H2BB,SHH,0.628461538461538
RBFOX2,Group4,0.628461538461538
HSPB2,SHH,0.628461538461538
KLHL5,Group4,0.628461538461538
BTD,WNT,0.628461538461538
HOXA13,WNT,0.628341454728914
LRRC3B,WNT,0.627692307692308
TCF12,SHH,0.627692307692308
CEP170,Group4,0.627692307692308
PACSIN3,WNT,0.627692307692308
LGALS3,SHH,0.627692307692308
LRRC18,SHH,0.626976115652781
SLC35D2,SHH,0.626923076923077
WEE1,SHH,0.626923076923077
TMEM161B,Group4,0.626923076923077
TSC22D2,WNT,0.626923076923077
SWI5,WNT,0.626923076923077
FAM211A,WNT,0.626923076923077
ELOVL5,Group4,0.626923076923077
WWC1,Group3,0.626923076923077
DLGAP2,Group3,0.626923076923077
JPH1,WNT,0.626923076923077
TMEM206,WNT,0.626923076923077
MZT2A,SHH,0.626153846153846
GREM2,Group4,0.626153846153846
INSIG2,WNT,0.626153846153846
EFHC1,Group3,0.626153846153846
DLX4,WNT,0.626151840095995
AMHR2,WNT,0.625963974713977
ADORA1,WNT,0.625384615384615
PTPN14,WNT,0.625384615384615
ZBTB9,Group3,0.625384615384615
C1orf61,Group4,0.624615384615385
LYRM2,Group3,0.624615384615385
PTN,WNT,0.624615384615385
RAB20,SHH,0.624615384615385
NTM,WNT,0.624615384615385
LYRM2,Group4,0.624615384615385
ADCY8,SHH,0.624615384615385
IRX6,Group3,0.624326589923404
C7,Group3,0.623846153846154
PRICKLE1,WNT,0.623846153846154
COL23A1,WNT,0.623846153846154
GLB1L2,Group3,0.623076923076923
MB21D2,Group4,0.623076923076923
FJX1,WNT,0.623076923076923
CACNA2D4,Group3,0.623076923076923
LRCH1,Group4,0.623076923076923
CACNA1D,WNT,0.623076923076923
STK17A,WNT,0.623076923076923
BACH2,WNT,0.622307692307692
BMP2,WNT,0.622307692307692
SNX25,Group3,0.621538461538461
STC2,WNT,0.621538461538461
TNNC1,WNT,0.621538461538461
HCRTR1,Group4,0.620888643914659
B3GALNT2,Group3,0.620769230769231
AP1S2,Group4,0.620769230769231
SAYSD1,Group3,0.620769230769231
AP1S2,Group3,0.620769230769231
SLC9B2,WNT,0.620769230769231
SLC9B2,SHH,0.620769230769231
SAYSD1,Group4,0.620769230769231
SHB,Group4,0.62
DPP6,Group4,0.62
MET,SHH,0.62
BMI1,Group4,0.62
MID1IP1,SHH,0.62
SP2,Group4,0.619230769230769
ABL2,Group4,0.619230769230769
PLCXD2,Group4,0.619230769230769
SNPH,WNT,0.619230769230769
RNF170,WNT,0.619230769230769
TTC9B,SHH,0.619230769230769
TEAD1,SHH,0.618461538461539
NUAK1,Group4,0.618461538461539
SULF1,Group4,0.618461538461539
TEAD1,WNT,0.618461538461539
HEATR5A,Group3,0.618461538461539
NUAK1,WNT,0.618461538461539
USP32,Group4,0.617692307692308
IQSEC1,Group3,0.617692307692308
PLIN3,WNT,0.617692307692308
B3GALTL,Group3,0.617692307692308
CMTM3,SHH,0.617692307692308
CMTM3,WNT,0.617692307692308
USP32,Group3,0.617692307692308
CCND1,SHH,0.617692307692308
ZNF486,SHH,0.617692307692308
ITPK1,SHH,0.617692307692308
C11orf87,WNT,0.616923076923077
SNTG1,WNT,0.616923076923077
TMEM132A,Group4,0.616923076923077
PLD2,SHH,0.616923076923077
LRRC61,Group3,0.616923076923077
ITGA9,WNT,0.616923076923077
APIP,SHH,0.616923076923077
OSR2,WNT,0.616186114891701
C4orf33,Group4,0.616153846153846
BTBD9,Group4,0.616153846153846
RDH10,Group4,0.616153846153846
KCND3,SHH,0.615384615384615
TMEM151A,WNT,0.615384615384615
MYOZ3,SHH,0.615384615384615
BTBD3,SHH,0.615384615384615
ZNF90,SHH,0.615384615384615
OXSM,WNT,0.615384615384615
IRAK3,SHH,0.615384615384615
NFIA,Group4,0.614615384615385
PTPRT,WNT,0.613846153846154
NHLRC1,Group4,0.613846153846154
CCDC3,WNT,0.613846153846154
NSFL1C,Group4,0.613846153846154
SNAPC3,Group4,0.613846153846154
FOXS1,SHH,0.613076923076923
NUDT14,Group3,0.613076923076923
ELFN2,Group4,0.613076923076923
CAND2,WNT,0.613076923076923
KCNH5,WNT,0.613076923076923
COL8A1,SHH,0.613076923076923
GFPT2,Group4,0.613076923076923
PVR,WNT,0.613076923076923
LCORL,Group3,0.613076923076923
CYP39A1,WNT,0.613076923076923
PHYH,Group4,0.613076923076923
COLEC12,WNT,0.612307692307692
DCTD,SHH,0.612307692307692
FAM84B,Group3,0.612307692307692
FAM84B,WNT,0.612307692307692
TMEM196,WNT,0.612307692307692
SLC36A1,SHH,0.612307692307692
DCTD,WNT,0.612307692307692
MPEG1,SHH,0.612307692307692
GOLGA8B,Group4,0.612307692307692
VASH1,Group3,0.612307692307692
MSN,SHH,0.611538461538462
C14orf144,Group3,0.611538461538462
MSN,WNT,0.611538461538462
BBS2,Group4,0.611538461538462
LARGE,Group3,0.611538461538462
LRRN1,WNT,0.611538461538462
SGCD,WNT,0.610769230769231
ZNF85,SHH,0.610769230769231
SNX11,Group4,0.610769230769231
FAT3,WNT,0.610769230769231
ERMAP,Group3,0.610769230769231
TRAM2,WNT,0.610769230769231
HIST1H1D,SHH,0.610769230769231
SNX11,Group3,0.610769230769231
PLSCR2,Group3,0.610043157119234
PAK7,SHH,0.61
UTP14A,SHH,0.609230769230769
EIF1B,Group3,0.609230769230769
SPR,Group3,0.609230769230769
STK25,SHH,0.608461538461538
FAM169A,Group3,0.608461538461538
MAP2K6,WNT,0.608461538461538
MAP2K6,SHH,0.608461538461538
C12orf5,Group4,0.608461538461538
PTPRN,WNT,0.608461538461538
TMCC3,Group4,0.608461538461538
KLHL29,Group3,0.608461538461538
CCNI,SHH,0.608461538461538
CCNH,Group4,0.608461538461538
FGF20,WNT,0.608461538461538
KLHL29,Group4,0.608461538461538
COL3A1,SHH,0.608461538461538
MED8,Group3,0.607692307692308
ATP6V1H,Group4,0.607692307692308
TP53INP2,Group4,0.607692307692308
ATP6V1H,Group3,0.607692307692308
ENTPD8,WNT,0.607345477689159
CMSS1,Group3,0.606923076923077
PDSS2,Group4,0.606923076923077
FANCL,SHH,0.606923076923077
FOXP1,SHH,0.606923076923077
LRRC3DN,Group3,0.606923076923077
TMED3,WNT,0.606923076923077
PDSS2,Group3,0.606923076923077
TOR3A,Group4,0.606153846153846
ZNF621,SHH,0.606153846153846
TSPAN12,SHH,0.606153846153846
FGFRL1,WNT,0.606153846153846
LRP8,WNT,0.606153846153846
EHD3,WNT,0.606153846153846
TCEAL5,Group4,0.606153846153846
PIWIL4,WNT,0.605384615384615
PIGH,Group3,0.605384615384615
SLC4A11,SHH,0.605384615384615
C15orf38-AP3S2,WNT,0.605384615384615
CHRD,Group4,0.605384615384615
PALLD,SHH,0.605384615384615
TMEM86A,Group4,0.605384615384615
BMP4,WNT,0.605384615384615
SYNRG,Group4,0.604615384615385
MZT2B,SHH,0.604615384615385
FHL1,SHH,0.604615384615385
RPS27A,SHH,0.604615384615385
HAGH,Group4,0.604615384615385
FAM13B,Group4,0.604615384615385
CRADD,Group3,0.603846153846154
CRADD,WNT,0.603846153846154
GALNT18,WNT,0.603846153846154
FAM131A,WNT,0.603076923076923
ATOH8,WNT,0.603076923076923
HMGCLL1,SHH,0.603076923076923
TRAK1,SHH,0.602307692307692
PPIL6,Group3,0.602307692307692
ZEB1,SHH,0.602307692307692
ASAP2,Group4,0.602307692307692
NECAB2,WNT,0.602307692307692
PPIL6,SHH,0.602307692307692
MAPK14,Group4,0.602307692307692
ZNF397,Group3,0.602307692307692
SST,Group3,0.601548885311245
STC1,WNT,0.601538461538462
FOXF1,WNT,0.601538461538462
ELN,SHH,0.601538461538462
MCF2L,Group4,0.601538461538462
DUSP11,SHH,0.601538461538462
TFB2M,Group3,0.601538461538462
C9orf3,WNT,0.600769230769231
BET1,Group3,0.600769230769231
PFKL,Group3,0.600769230769231
PARP12,Group3,0.600769230769231
BET1,WNT,0.600769230769231
TEAD3,Group3,0.600769230769231
GBP1,SHH,0.600769230769231
CAV2,SHH,0.600769230769231
FILIP1L,SHH,0.6
BCL2,SHH,0.6
RHOBTB3,WNT,0.6
COL15A1,SHH,0.6
NR3C2,Group4,0.6
LAMC1,SHH,0.6
ILDR2,WNT,0.6
RNASE4,WNT,0.6
RHOBTB3,SHH,0.6
CHPT1,SHH,0.6
RNASE4,SHH,0.6
OPRD1,WNT,0.599230769230769
CALD1,WNT,0.599230769230769
FGFR1OP,Group3,0.599230769230769
MYO6,Group4,0.599230769230769
C20orf196,WNT,0.599230769230769
FGFR1OP,Group4,0.599230769230769
PLCL1,SHH,0.598461538461538
BTRC,Group4,0.598461538461538
FANCB,Group4,0.598461538461538
XYLT2,WNT,0.598461538461538
SPC25,SHH,0.598461538461538
BCAR3,WNT,0.598461538461538
FANCB,SHH,0.598461538461538
UNCX,Group4,0.598461538461538
ADAMTSL1,WNT,0.597692307692308
S100A16,WNT,0.597692307692308
GALNT10,WNT,0.597692307692308
H2AFV,Group4,0.596923076923077
ANKS1B,Group4,0.596923076923077
TAOK2,Group4,0.596923076923077
SLC9A7,Group4,0.596923076923077
RPL37A,SHH,0.596923076923077
FLAD1,Group3,0.596153846153846
BRINP1,Group4,0.596153846153846
SWT1,SHH,0.596153846153846
DDX60,SHH,0.596153846153846
PLCE1,Group4,0.596153846153846
TMEM30A,Group4,0.595384615384615
NCALD,SHH,0.595384615384615
RNFT1,Group4,0.595384615384615
MED7,Group4,0.595384615384615
RNFT1,Group3,0.595384615384615
FAM43A,WNT,0.595384615384615
FGGY,SHH,0.595384615384615
REXO2,WNT,0.594615384615385
SLC12A6,Group4,0.594615384615385
RPL15,SHH,0.594615384615385
MKX,WNT,0.594615384615385
SPRY2,WNT,0.594615384615385
NTRK1,WNT,0.594615384615385
RPL15,WNT,0.594615384615385
IGSF1,Group4,0.594615384615385
LMCD1,WNT,0.594615384615385
CTC-786C10.1,SHH,0.594615384615385
AMOTL2,Group4,0.594615384615385
PRMT3,WNT,0.594615384615385
ABLIM1,Group4,0.594615384615385
AMOTL2,Group3,0.594615384615385
TWF1,Group4,0.594615384615385
FZD6,WNT,0.593846153846154
MND1,SHH,0.593846153846154
SLC17A7,Group3,0.593846153846154
PSD3,Group4,0.593846153846154
EBPL,SHH,0.593846153846154
RPL34,SHH,0.593846153846154
SIRT4,Group3,0.593846153846154
SIRT4,Group4,0.593846153846154
PSD3,SHH,0.593846153846154
DSCAML1,Group4,0.593846153846154
LRTM1,WNT,0.593078878254205
CCDC24,Group4,0.593076923076923
MTUS1,Group4,0.593076923076923
CAPN2,WNT,0.593076923076923
CSF1,WNT,0.593076923076923
LMBRD1,Group4,0.593076923076923
CCDC24,Group3,0.593076923076923
LMBRD1,Group3,0.593076923076923
MAN2A1,SHH,0.592307692307692
PTPRS,Group4,0.592307692307692
CCNE1,Group4,0.592307692307692
BICD1,Group4,0.592307692307692
PCDHB2,SHH,0.592307692307692
FBLN1,WNT,0.592307692307692
BICD1,Group3,0.592307692307692
LRGUK,Group3,0.592307692307692
PTPRS,SHH,0.592307692307692
CCNE1,Group3,0.592307692307692
CARD10,Group4,0.591538461538462
TFAP4,SHH,0.591538461538462
NXN,WNT,0.591538461538462
RASSF3,WNT,0.591538461538462
IMPDH1,Group3,0.591538461538462
FBXL13,Group3,0.590769230769231
SLC6A9,Group3,0.590769230769231
KAT2B,Group4,0.590769230769231
HIRIP3,Group4,0.590769230769231
DLG1,WNT,0.590769230769231
RIMBP2,Group3,0.590769230769231
METTL2B,Group4,0.590769230769231
NUPL2,Group3,0.59
CHST11,WNT,0.59
SLC6A6,Group4,0.589230769230769
SLC29A4,Group3,0.589230769230769
IQCE,Group3,0.589230769230769
AMPD3,WNT,0.589230769230769
TVP23B,WNT,0.589230769230769
IQCE,Group4,0.589230769230769
RP11-159G9.5,Group4,0.589230769230769
MRVI1,WNT,0.588461538461538
SHISA9,Group4,0.588461538461538
XBP1,WNT,0.588461538461538
MARCH8,Group4,0.588461538461538
TFB1M,Group3,0.588461538461538
PITPNM2,WNT,0.587692307692308
ADAM12,WNT,0.587692307692308
PARP4,SHH,0.587692307692308
MIPEP,SHH,0.587692307692308
PAPSS1,WNT,0.587692307692308
RP11-187E13.1,Group3,0.587692307692308
C1orf74,WNT,0.586923076923077
LPP,SHH,0.586923076923077
UST,WNT,0.586923076923077
ARHGAP32,WNT,0.586153846153846
PAG1,Group4,0.586153846153846
MOK,Group3,0.586153846153846
DDX23,Group4,0.585384615384615
NGLY1,WNT,0.585384615384615
HIST1H2BE,Group4,0.585384615384615
AL163636.6,SHH,0.585384615384615
MANEA,SHH,0.585384615384615
AL163636.6,WNT,0.585384615384615
TMEM38A,Group3,0.585384615384615
ADAMTS6,SHH,0.584615384615385
CADM1,WNT,0.584615384615385
CKLF-CMTM1,WNT,0.584615384615385
SND1,WNT,0.584615384615385
CHGB,Group4,0.584615384615385
HIVEP3,SHH,0.584615384615385
GLCE,WNT,0.584615384615385
CKLF-CMTM1,SHH,0.584615384615385
SND1,Group3,0.584615384615385
FNBP1,Group4,0.584615384615385
HS3ST2,Group4,0.583846153846154
TMEM117,Group4,0.583846153846154
TNFRSF11B,WNT,0.583846153846154
SHANK1,Group4,0.583846153846154
ABHD17C,Group4,0.583076923076923
PCGF5,WNT,0.583076923076923
AGPAT2,WNT,0.583076923076923
NME3,Group4,0.583076923076923
CTNNA2,WNT,0.583076923076923
CTNNA2,SHH,0.583076923076923
NME3,Group3,0.583076923076923
SYPL1,SHH,0.583076923076923
AGPAT2,Group3,0.583076923076923
HAX1,Group3,0.583076923076923
LBX1,Group4,0.582564848422128
PYGL,WNT,0.582307692307692
AC010441.1,WNT,0.582307692307692
LGR4,SHH,0.582307692307692
C1D,Group3,0.582307692307692
LACTBL1,WNT,0.582274683928305
EIF3H,SHH,0.581538461538462
YBEY,SHH,0.581538461538462
KLF7,SHH,0.580769230769231
FCGRT,WNT,0.580769230769231
DYX1C1,Group3,0.580769230769231
S100A13,WNT,0.580769230769231
EXOC6B,Group4,0.58
DZIP1,SHH,0.58
TEAD2,SHH,0.58
SAP130,Group4,0.58
