source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
P10606,Q7Z3Y8
P10606,Q8IYA8
P10606,Q9H8W4
P10606,Q8ND90
P10606,Q86W67
P10606,P31321
P10606,Q03989
P10606,P59942
P10606,P14373
P10606,Q8IZ63
Q9BZW7,Q9BZW7
Q9BZW7,O95171
Q9BZW7,Q14134
Q9BZW7,Q8N5R6
Q9BZW7,Q9HC52
Q9BZW7,Q13625
Q9BZW7,Q6NYC8
Q9BZW7,Q9NYW8
Q9BZW7,Q02930
Q9BZW7,Q9GZV8
Q9BZW7,Q86T90
Q9BZW7,Q96NL3
Q9BZW7,Q96MY7
Q9BZW7,Q8N143
Q9BZW7,Q9NRI5
Q9BZW7,Q9C0F1
Q9BZW7,Q7Z353
Q9BZW7,Q86XR8
Q9BZW7,Q6IQ23
Q9BZW7,O15060
Q9BZW7,Q15742
Q9BZW7,Q08379
Q9BZW7,P17027
Q9BZW7,A6NC98
Q9BZW7,Q9Y2T1
Q9BZW7,Q3B820
Q9BZW7,Q8WWY6
Q9BZW7,Q9HCK0
Q9BZW7,Q15560
Q9BZW7,Q8TAU3
Q9BZW7,Q8NA61
Q9BZW7,Q8IYX8
Q9BZW7,Q7Z4V0
Q9BZW7,Q01546
Q9BZW7,Q14D33
Q9BZW7,Q9ULM2
Q9BZW7,Q8TES7
Q9BZW7,Q15973
Q9BZW7,Q63ZY3
Q9BZW7,Q6NX49
Q9BZW7,Q96SQ5
Q9BZW7,Q8TD31
Q9BZW7,Q15517
Q9BZW7,Q4LEZ3
Q9BZW7,O75564
Q9BZW7,Q9BSG1
Q9BZW7,Q9BS34
Q9BZW7,ENSG00000280987
Q9Y5Y3,P32243
A6QL64,Q96CN4
A6QL64,Q6NT76
A6QL64,Q08379
A6QL64,Q96MF2
A6QL64,Q13422
A6QL64,A8MT33
Q9NR80,O75031
Q9H1K1,P00492
Q9H1K1,Q08379
Q9H1K1,Q8N9N5
Q9H1K1,Q8NA61
Q9H1K1,Q8IZU0
Q9H1K1,Q6RW13
Q9H1K1,P0C7W6
Q9H1K1,Q13422
Q9H1K1,A6NEM1
Q9H1K1,Q6A162
Q9H1K1,P37198
Q8NEU8,Q9BVG8
Q8NEU8,Q9H5I1
Q8NEU8,Q9UKG1
Q8NEU8,P0CG20
Q8NEU8,P78560
Q8NEU8,Q7L775
Q8N682,Q9HCJ2
Q8N682,P58418
Q8N682,Q9GZW8
Q8N682,Q6UWJ8
Q8N682,P34910
Q96JW4,Q3SXP7
Q96JW4,Q15125
Q96JW4,Q969F0
Q96JW4,Q96Q45
Q96JW4,Q8N6L0
Q96JW4,Q8TED1
Q96JW4,Q8WWF3
Q96JW4,Q9GZY8
Q96JW4,P21217
Q96JW4,Q8TBE3
Q96JW4,Q8TDV0
Q96JW4,Q86WK6
Q96JW4,O95377
Q96JW4,Q9BQ51
Q96JW4,Q9H400
Q96JW4,Q5T700
Q96JW4,O95867
Q96JW4,A8MZ59
Q96JW4,ENSG00000242019
Q96JW4,P60508
Q96JW4,P36382
Q86VN1,Q96H20
Q5TBB1,O43829
O75829,P20036
Q9Y2L9,Q9NUH8
Q9P2R7,Q969L2
Q9P2R7,Q96DZ9
Q9P2R7,Q15041
Q9P2R7,Q9UBN6
Q9P2R7,Q8IZU0
Q9P2R7,Q6RW13
Q9P2R7,P43364
Q9NPJ6,O00560
Q9NPJ6,Q96NE9
Q9NPJ6,Q9BVG8
Q9NPJ6,Q8TAB5
Q9NPJ6,O95379
Q9NPJ6,Q8NE31
Q9NPJ6,Q96CS2
Q9NPJ6,O95954
Q9NPJ6,Q96CW1
Q9NPJ6,Q6PIF2
Q9NPJ6,Q96PC2
Q9NPJ6,Q8N3L3
Q9NPJ6,Q99909
Q9NPJ6,Q5U623
Q9NPJ6,Q8N8X9
Q9NPJ6,Q96ES7
Q9NPJ6,Q96CN9
Q9NPJ6,O14964
Q9NPJ6,Q8WVP5
Q9NPJ6,Q96EZ8
Q9NPJ6,Q8TD31
Q9UIL8,O00560
Q9UIL8,Q8WV44
Q9UIL8,Q9H0A9
Q9UIL8,Q8WW24
Q96JB2,Q9NYB9
Q96JB2,Q9BVL2
Q96JB2,Q9BVG8
Q96JB2,Q13561
Q96JB2,Q9NRE2
O95171,Q9BVG8
O95171,Q08379
Q9Y287,Q8N6L0
Q9Y287,Q8N205
O43597,O43597
O43597,Q9Y2K6
O43597,Q9NUH8
O43597,O43559
O43597,O60336
O43597,Q6UY14
O43597,Q8WVV9
O43597,Q02930
O43597,Q96B97
O43597,O95817
O43597,Q8TF42
O43597,Q17RB8
O43597,Q9NVQ4
O43597,Q9Y223
O43597,P57075
O43597,Q8WXE1
O43597,O43609
O43597,Q9UKS6
O43597,Q96MH2
O43597,Q8TAU3
O43597,Q8NEC5
O43597,P62993
O43597,Q8IYB1
O43597,Q5T5B0
O43597,Q5T7P2
O43597,Q8IUH5
O43597,Q5TA78
O43597,Q5TA82
O43597,P60410
O43597,O15162
O43597,Q5T7P3
O43597,Q5T751
O43597,Q9Y4C2
O43597,Q96SQ5
O43597,O60269
O43597,Q6L8G9
O43597,Q9BYQ6
O43597,Q9BQ66
O43597,P60331
O43597,P60411
O43597,Q8NBS9
O43597,Q9BYQ4
O43597,Q5T754
O43597,P29972
O43597,P60370
O43597,Q9BYQ2
O43597,P60412
O43597,Q5T5A8
O43597,P26371
O43597,P55198
O95199,O95199
O95199,Q9BT78
O95199,O95363
O95199,O60733
O95199,Q9UBU8
Q96T68,Q8N8R7
Q12765,Q96D03
Q12765,P17030
O00425,Q8WWB5
O00425,Q15365
P63000,Q6A162
Q9NPG8,Q8IXB3
P28039,Q15700
Q969Z0,Q13137
Q969Z0,Q86VR2
Q969Z0,Q969L2
Q969Z0,Q96D09
Q969Z0,Q8WZ55
Q969Z0,Q96DZ9
Q969Z0,Q7Z5P4
Q969Z0,Q7Z3Y8
Q969Z0,Q9UBN6
Q969Z0,Q8IZU0
Q969Z0,Q6RW13
Q969Z0,Q8IZR5
Q969Z0,Q8TD16
Q969Z0,Q04118
Q969Z0,Q8WW34
Q969Z0,Q8WV19
Q969Z0,Q9H400
Q969Z0,P49842
Q9NY93,P38919
O60921,O00560
O60921,Q9BTE7
O60921,Q9Y3R0
O60921,Q96HA8
O60921,Q99638
O60921,Q504U0
Q9BSQ5,Q9H1K6
Q9BSQ5,Q13671
Q8IY49,Q9NUH8
Q8IY49,Q96BA8
Q8IY49,P07307
Q8IY49,Q8WWF3
Q8IY49,O95470
Q9UHD4,Q9UHD4
Q9UHD4,Q9NUH8
Q9UHD4,P23434
Q9UHD4,O95563
Q9UHD4,O75155
Q9UHD4,P27658
Q9UHD4,P35542
Q9UHD4,Q9UL54
Q9UHD4,Q9Y6B6
Q9UHD4,P56378
Q9UHD4,Q96LB9
Q9UHD4,P30085
Q9UHD4,Q9H9B4
Q9UHD4,Q9BWH2
Q9UHD4,P40426
Q9UHD4,Q2NL82
Q9UHD4,P56385
Q9UHD4,Q8N5I4
Q9UHD4,Q9UMS0
Q9UHD4,Q9P0J6
Q9UHD4,Q9BQC6
Q9UHD4,Q5TGZ0
Q9UHD4,Q92922
Q9UHD4,Q6NVU6
Q9UHD4,Q53QW1
Q9UHD4,P07204
Q9UHD4,ENSG00000186493
Q9UHD4,Q6VB84
Q9UHD4,Q6ZUI0
Q9UHD4,Q14D33
Q9UHD4,P35523
Q9UHD4,O95870
Q9UHD4,A6NFY7
Q9UHD4,A8MV81
Q9UHD4,Q9UG56
Q9UHD4,ENSG00000250486
Q9UHD4,ENSG00000272414
Q9UHD4,Q99525
Q9UHD4,O43819
Q8N0Z6,Q13557
Q8N0Z6,Q96D03
Q8N0Z6,Q13555
Q8N0Z6,Q9NYA3
Q8N0Z6,Q7Z353
Q8N0Z6,Q6NZI2
Q9C0A1,Q6UY14
Q9C0A1,A8MQ03
Q9C0A1,Q9BYR8
P49914,Q9Y3Q8
Q9BZW5,P50542
Q9BZW5,Q9GZY8
Q13137,Q13137
Q13137,Q9BSH4
Q13137,O95251
Q13137,Q14774
Q13137,Q8N4T4
Q13137,O00560
Q13137,Q96FJ0
Q13137,Q9H0R8
Q13137,Q8TBE0
Q13137,Q8N5R6
Q13137,Q9HC52
Q13137,P61968
Q13137,Q8WXI9
Q13137,Q8WVV9
Q13137,P62979
Q13137,Q96D03
Q13137,O95363
Q13137,Q6NYC8
Q13137,Q96HB5
Q13137,Q6PF15
Q13137,P0CG48
Q13137,Q2TBE0
Q13137,Q17RB8
Q13137,Q96ME1
Q13137,Q8TCX5
Q13137,P29353
Q13137,Q8N143
Q13137,P54646
Q13137,Q9UBV8
Q13137,Q96T37
Q13137,Q9BWG6
Q13137,Q15906
Q13137,P49901
Q13137,P32969
Q13137,Q6PIY7
Q13137,Q8NA54
Q13137,Q14296
Q13137,Q99633
Q13137,Q9H7H0
Q13137,Q9C0A6
Q13137,Q8IVS8
Q13137,O95990
Q13137,Q8NE01
Q13137,Q9UBZ4
Q13137,Q9UMS0
Q13137,Q3B820
Q13137,P0CG47
Q13137,Q86W54
Q13137,P17482
Q13137,P57086
Q13137,Q9P0T4
Q13137,Q86YD7
Q13137,P47897
Q13137,Q96S44
Q13137,Q14005
Q13137,P00540
Q13137,P51504
Q13137,Q9P1Z0
Q13137,Q13671
Q13137,Q9H9D4
Q13137,Q3SY00
Q13137,Q8N715
Q13137,Q9UBL6
Q13137,Q5T619
Q13137,Q8IZC7
Q13137,Q8IYX8
Q13137,Q15038
Q13137,Q9H7X3
Q13137,Q6VB84
Q13137,Q494U1
Q13137,Q14D33
Q13137,Q8TES7
Q13137,Q99732
Q13137,Q6NX45
Q13137,Q3YEC7
Q13137,Q9BXW4
Q13137,Q02040
Q13137,P28702
Q13137,Q9UIM3
Q13137,P26640
Q13137,Q6PF05
Q13137,Q8IYF1
Q13137,P08218
Q13137,P0C7X2
Q13137,Q86TG7
Q13137,Q9BQY9
Q13137,Q8TBZ8
P30419,Q9BR61
Q07955,P62995
Q14119,Q7Z3K3
Q14119,Q9UN79
Q14119,Q8N0X2
Q14119,Q92622
Q14119,Q96D03
Q14119,Q9ULK2
Q14119,P80188
Q14119,A1KXE4
Q14119,P61758
Q14119,Q93062
Q14119,O75031
Q14119,Q86YR5
Q14119,Q92574
Q14119,Q08379
Q14119,Q16082
Q14119,Q8N9N5
Q14119,O00303
Q14119,ENSG00000182230
Q14119,Q15038
Q14119,Q8IUC2
Q14119,Q9NZC7
Q14119,A1L4K1
Q14119,Q3LI72
Q14119,P60410
Q14119,P31321
Q14119,Q0VD86
Q14119,A6NEM1
Q14119,Q96KQ7
Q14119,P14373
Q14119,Q6A162
Q14119,P86481
Q14119,P86496
Q14119,Q9NZQ3
Q14119,ENSG00000215271
Q14119,ENSG00000222047
Q14119,Q8N1B4
Q14119,P86480
Q14119,P86479
Q14119,P86478
Q14119,Q96MP8
Q14119,ENSG00000254445
Q9BSH4,A0PJX0
Q9BSH4,A6NEM1
Q9BSH4,P14373
Q9BSH4,Q6A162
P0DML2,Q96EQ0
O95251,Q96BR9
O95251,Q92997
O95251,Q8WZ19
O95251,Q96EZ8
O95251,P49910
Q96DX8,Q8IXM6
Q96DX8,Q9H6H4
Q96DX8,Q8IXB3
O96019,Q01844
O43674,P57086
P62995,P62995
P62995,P38159
P62995,Q01081
P62995,Q15415
P62995,Q86VE0
P62995,Q7L775
P62995,P49761
P62995,Q9BRL6
P62995,ENSG00000275895
Q9H992,O75031
Q9H992,Q9UI47
Q92844,Q13625
Q92844,Q5D1E8
Q92844,Q96MT8
P51451,Q8N5R6
P51451,P27986
P51451,Q96N16
P51451,Q96Q35
P51451,Q13239
P51451,Q9BWW4
P51451,Q96BR9
P51451,O75031
P51451,Q9UKT9
P51451,Q5H9K5
P51451,P40763
P51451,Q9UGK3
P51451,B2RXF5
P51451,O14543
P51451,Q6NX45
P51451,O14796
P12757,P23025
P12757,O95995
P12757,Q8WVV9
P12757,Q9H4D5
P12757,Q9UK41
P12757,Q05D60
P12757,Q9Y295
P12757,P07196
Q14774,Q9BRT3
Q14774,Q17RB8
Q14774,O75593
Q14774,Q9NWQ9
Q14774,A8MQ03
Q14774,P86481
Q14774,P86496
Q14774,P0C7T5
Q14774,P86480
Q14774,P86479
Q14774,P86478
P22301,P60410
P22301,Q9BYQ7
P22301,Q8IUG1
P22301,Q7Z3S9
P22301,A0A087WUL8
Q96S38,Q96ER3
Q9UBH0,Q96D03
Q9UBH0,P81877
Q9UBH0,Q9BWW4
Q9UBH0,O14492
Q9UBH0,Q04864
Q9UBH0,Q8N4Y2
Q9UBH0,Q9Y2T2
Q9UBH0,Q8N7F7
Q9UBH0,Q969J2
Q9UBH0,Q0VD86
Q9UBH0,Q9NWZ3
Q8WWZ1,P12268
Q96NT0,Q9NYB9
Q96NT0,Q96HA8
Q96NT0,Q9NYP9
Q96NT0,O15296
Q96G21,P04271
Q96G21,O15156
O60243,P60410
P04921,Q9NUH8
P04921,Q3SXP7
P04921,Q8TEB9
P04921,Q3KNW5
P04921,Q6PEY1
P04921,O95870
Q92783,O14964
Q05329,Q9BUN8
Q05329,Q96GL9
Q05329,Q969L2
Q05329,Q5T9G4
Q05329,Q86UF1
Q05329,Q6E0U4
Q05329,Q6PIF2
Q05329,Q8WZ55
Q05329,Q96DZ9
Q05329,Q7Z7G2
Q05329,P40426
Q05329,Q3SXY8
Q05329,Q15041
Q05329,Q8N3Y7
Q05329,Q9HC36
Q05329,ENSG00000172782
Q05329,Q9UBN6
Q05329,Q8N8Q1
Q05329,Q9NS64
Q05329,Q6RW13
Q05329,Q6ZPD8
Q05329,A0PK00
Q05329,Q9H400
Q05329,A8MV81
Q05329,ENSG00000224916
Q05329,Q6ZWK4
Q05329,P55056
Q8IZP0,Q5ST30
Q8IZP0,O60941
Q8IZP0,Q9NYB9
Q8IZP0,O15372
Q8IZP0,Q86YM7
Q8IZP0,Q03014
Q8IZP0,O94875
Q8IZP0,P54646
Q8IZP0,Q96T37
Q8IZP0,O94856
Q8IZP0,P61978
Q8IZP0,P25800
Q8IZP0,Q8WYQ4
Q8IZP0,Q2TAC2
Q8IZP0,Q9Y586
Q8IZP0,Q5HYW2
Q8IZP0,Q8TD31
Q96KC8,Q96FZ5
Q96KC8,O14798
Q96KC8,Q6RW13
Q96KC8,P27449
Q96KC8,P78329
Q96KC8,Q5SNT2
P50750,Q6XYB7
P10599,Q96D03
P10599,Q6UB99
P10599,Q9UJW9
P10599,Q9Y605
P10599,Q9GZT8
P10599,P37198
P10599,Q9H3M7
P10599,Q9BXU3
Q5BJF6,Q8WYH8
Q5VYK3,Q969L2
Q5VYK3,Q8WZ55
Q5VYK3,Q96DZ9
Q5VYK3,Q7Z5P4
Q5VYK3,Q9UBN6
Q5VYK3,Q6RW13
Q5VYK3,Q6ZPD8
O43474,O75031
O43474,Q92997
O43474,O14964
O43474,P55771
O43474,Q96JP2
O14656,P60409
P61764,Q13190
P61764,Q8N0Z3
P61764,Q8N4C7
P61764,Q6IPU0
O15432,Q12983
P56962,Q9NYP9
Q9Y2K6,P50553
Q9Y2K6,Q9C0B1
Q9Y2K6,Q13352
Q9Y2K6,Q9BXJ5
Q9Y2K6,Q5VVH5
Q9Y2K6,Q969F0
Q9Y2K6,Q5SQQ9
Q9Y2K6,P55201
Q9Y2K6,Q96D09
Q9Y2K6,P19237
Q9Y2K6,O75031
Q9Y2K6,Q7L4P6
Q9Y2K6,P61296
Q9Y2K6,Q8N7W2
Q9Y2K6,Q8WWY6
Q9Y2K6,Q8IYA8
Q9Y2K6,Q9H9D4
Q9Y2K6,Q8N8I0
Q9Y2K6,Q6ZNG0
Q9Y2K6,A8K0Z3
Q9Y2K6,P78358
Q9Y2K6,P43364
Q9Y2K6,P0DMP2
Q9Y2K6,Q03989
Q9Y2K6,P98169
Q9Y2K6,Q6PI77
Q9Y2K6,P59942
Q9Y2K6,Q96DT7
Q9Y2K6,Q6PF05
Q9Y2K6,O95670
Q9Y2K6,Q96S94
Q14032,P0DX52
O75348,Q96HA8
O75348,Q08379
O75348,Q8ND90
O75348,O95751
O75348,P43360
O75348,A6NEM1
O75348,Q96A05
Q9NXF1,Q9HAZ2
Q5T7W7,Q86T90
Q5T7W7,Q9UKT9
Q5T7W7,O95159
Q5T7W7,Q04864
Q5T7W7,Q7Z4V0
Q5T7W7,Q13422
Q5T7W7,Q0VD86
Q5T7W7,Q6NX45
Q5T7W7,P15884
Q5T7W7,O43829
Q5T7W7,Q96JM7
Q5T7W7,Q8N1B4
Q5T7W7,ENSG00000261796
Q9BXL5,P56545
Q13285,Q53TS8
Q13285,Q96HA8
Q13285,Q8WW24
Q13285,P51843
Q13285,P61024
Q9BU70,Q9H0A9
Q92805,Q8ND83
Q92805,Q9BVG8
Q92805,Q13625
Q92805,Q86T90
Q92805,O75031
Q92805,Q8N4E4
Q92805,Q7Z3Y8
Q92805,Q8IYX8
Q92805,Q5JST6
Q92805,P31321
Q92805,Q6NX45
Q92805,Q8N1B4
P23025,Q9HAZ2
P23025,Q9P0N9
P23025,O14972
P23025,Q92997
P23025,Q9GZM8
P23025,O15160
P23025,Q8N720
P23025,P14373
Q09161,O43586
Q09161,Q5VTR2
Q92688,O00560
Q92688,O14862
Q92688,Q8N7W2
Q92688,Q9NTX9
Q92688,O15131
Q13371,P49368
Q13371,Q9Y3B7
O60663,Q02930
O60663,Q86U70
Q9BPX5,Q6X4W1
Q9BPX5,P59998
Q9BUN8,Q9BQ70
Q9BUN8,Q86VR2
Q9BUN8,Q3KNW5
Q9BUN8,Q8N6L0
Q9BUN8,Q96PJ5
Q9BUN8,Q8IWU4
Q9BUN8,Q9NY72
Q9BUN8,Q9H5X1
Q9BUN8,Q9H6H4
Q9BUN8,Q53QW1
Q9BUN8,Q5JXX7
Q9BUN8,Q9Y385
Q9BUN8,Q9Y320
P48745,O43559
P48745,P27658
P48745,Q12837
P48745,Q9BYE3
P48745,Q6UB99
P48745,Q86YD7
P48745,Q6NUJ2
P48745,Q5T7P2
P48745,Q8N5G2
P48745,Q6L8G9
P48745,Q9BWW8
Q9Y263,Q96D03
Q9Y263,Q04323
Q9Y263,P55072
Q9Y263,O00629
Q5T6F2,Q99932
Q5T6F2,Q9BUR4
Q5T6F2,Q9NZF1
Q5T6F2,Q92529
Q5T6F2,Q2L4Q9
Q5T6F2,O95231
Q5T6F2,A1KXE4
Q5T6F2,Q93062
Q5T6F2,Q96A09
Q5T6F2,O75593
Q5T6F2,Q86VF2
Q5T6F2,Q3V5L5
Q5T6F2,A5D8V6
Q5T6F2,Q99743
Q5T6F2,Q8N5M1
Q5T6F2,Q96LM6
Q5T6F2,Q8N9N5
Q5T6F2,Q2M1V0
Q5T6F2,P06239
Q5T6F2,Q15038
Q5T6F2,O14964
Q5T6F2,Q3LI76
Q5T6F2,Q86UR1
Q5T6F2,Q8WXK3
Q5T6F2,Q8IZ26
Q5T6F2,Q63ZY3
Q5T6F2,P28062
Q5T6F2,ENSG00000222047
Q5T6F2,P0C870
Q7Z2E3,Q8NFF5
Q7Z2E3,Q8ND90
Q7Z2E3,Q9UL41
Q9H0F5,Q8TDS5
Q9H0F5,Q8IUC1
Q9H0F5,Q8IUC2
Q9H0F5,Q3LI66
Q9H0F5,Q3LI72
Q9H0F5,Q3LI59
Q9H0F5,P60410
Q9H0F5,A8MQ03
Q9H0F5,Q5T749
Q9H0F5,Q9H0X6
Q9H0F5,Q8IUC3
O00585,Q5XKR4
O00585,Q6UX40
Q9Y3P8,P55061
Q9Y3P8,Q13021
Q9Y3P8,Q9NV12
Q9Y3P8,Q86UF1
Q9Y3P8,O95393
Q9Y3P8,P26678
Q9Y3P8,A0PK11
Q99932,O43559
Q99932,Q96C12
Q99932,Q7L591
Q99932,O75420
Q99932,Q96HB5
Q99932,A1KXE4
Q99932,Q15915
Q99932,Q96M29
Q99932,Q8IWZ5
Q99932,Q96A09
Q99932,Q9BVN2
Q99932,P0CG20
Q99932,Q9UBV8
Q99932,Q92574
Q99932,O43809
Q99932,Q3V5L5
Q99932,A5D8V6
Q99932,Q8N1L9
Q99932,Q8IVS8
Q99932,O43593
Q99932,A6NJ78
Q99932,Q9P0T4
Q99932,Q9UHF1
Q99932,Q8WU58
Q99932,Q9H0L4
Q99932,Q8IUC1
Q99932,P57078
Q99932,P78358
Q99932,Q96NJ5
Q99932,Q3LI70
Q99932,Q3LI66
Q99932,Q3LHN2
Q99932,Q3LI76
Q99932,Q3LI59
Q99932,P60410
Q99932,Q5BKX5
Q99932,Q8IZ26
Q99932,Q0VD86
Q99932,Q96PV0
Q99932,Q6PEX3
Q99932,Q9BYR8
Q99932,Q9Y4H4
Q99932,Q3SY46
Q99932,Q3SYF9
Q99932,P0CG21
Q99932,Q96FJ2
Q99932,P10745
Q99932,Q8IUC3
O75935,Q7Z3B4
O75935,A5D8V6
P21854,Q96HJ5
P21854,Q02297
P21854,Q96BA8
P21854,Q9GZW8
P21854,Q8N386
P21854,Q8TDT2
P21854,Q8IYS0
P21854,Q8N112
P21854,O95471
P21854,O75787
P21854,Q8TAF8
Q8N4T4,Q96CG3
Q8N4T4,Q93062
Q9BT09,P48051
Q9BT09,O00501
Q8IVH2,Q96GT9
Q9Y3C6,Q96D03
Q9Y3C6,P0CG20
Q9Y3C6,A6NJZ7
Q9Y3C6,A6NLX3
Q9Y3C6,P15884
Q9Y3C6,Q5T749
Q9Y3C6,Q8IZ63
Q9Y3C6,Q92802
Q9NSK0,Q7RTY1
Q9NSK0,Q86XR8
Q9NSK0,P19012
Q9NSK0,P13646
Q9NSK0,Q5VU43
Q9NSK0,Q8N205
Q9NSK0,Q8IYX8
Q9NSK0,P08779
Q9NSK0,Q9UHV2
Q9NSK0,ENSG00000276234
O15535,P55040
O15535,P10073
O15535,Q9H213
O15535,Q3MJ62
O15535,Q96EF6
P11309,Q8N7W2
P11309,Q96MH2
P11309,Q02575
P11309,Q8N9N5
P36959,P36959
P05549,Q13064
P05549,Q0VD86
Q9GZM5,Q8IWZ5
Q9GZM5,Q8IUC1
Q9GZM5,Q9BYQ0
Q9GZM5,P60410
Q9GZM5,O15162
Q9GZM5,Q0VD86
Q9GZM5,Q9BYR7
Q9GZM5,P60411
Q9GZM5,P59991
Q9GZM5,Q8IUG1
Q9GZM5,Q9BYQ2
Q9GZM5,P26371
Q9GZM5,Q7Z3S9
Q9GZM5,A0A087WUL8
Q9NUH8,Q9NUH8
Q9NUH8,P23763
Q9NUH8,Q96HH6
Q9NUH8,Q8IXI1
Q9NUH8,Q01628
Q9NUH8,P56557
Q9NUH8,Q9P003
Q9NUH8,Q8TBE1
Q9NUH8,Q9UHE5
Q9NUH8,Q96JF0
Q9NUH8,Q9NUU6
Q9NUH8,Q15125
Q9NUH8,Q969L2
Q9NUH8,P27105
Q9NUH8,Q9BZ11
Q9NUH8,O14681
Q9NUH8,Q07326
Q9NUH8,Q8N6R1
Q9NUH8,Q0VDI3
Q9NUH8,Q9Y6B6
Q9NUH8,Q96NB2
Q9NUH8,Q96BA8
Q9NUH8,Q92935
Q9NUH8,P30273
Q9NUH8,Q5SWH9
Q9NUH8,Q8N2K1
Q9NUH8,Q9NRZ7
Q9NUH8,Q8NHS1
Q9NUH8,Q9UGQ3
Q9NUH8,Q96CP7
Q9NUH8,Q6NUT3
Q9NUH8,Q9H2A7
Q9NUH8,O95159
Q9NUH8,Q13113
Q9NUH8,Q86YL7
Q9NUH8,O95393
Q9NUH8,O75711
Q9NUH8,Q8TED1
Q9NUH8,Q9H9B4
Q9NUH8,Q8IWU4
Q9NUH8,Q9BVT8
Q9NUH8,Q9NP94
Q9NUH8,Q96DZ9
Q9NUH8,Q9NY72
Q9NUH8,Q7Z7G2
Q9NUH8,P62952
Q9NUH8,Q13277
Q9NUH8,Q9Y5P8
Q9NUH8,Q03518
Q9NUH8,O95183
Q9NUH8,Q8N5I4
Q9NUH8,P11215
Q9NUH8,P48230
Q9NUH8,Q69YG0
Q9NUH8,P02724
Q9NUH8,Q8IZV2
Q9NUH8,Q9UNK0
Q9NUH8,Q15041
Q9NUH8,Q0VAQ4
Q9NUH8,O95167
Q9NUH8,Q8N5M9
Q9NUH8,Q9UBY5
Q9NUH8,Q9NW97
Q9NUH8,Q9NZG7
Q9NUH8,Q9NYZ1
Q9NUH8,Q8IUS5
Q9NUH8,O75920
Q9NUH8,O14523
Q9NUH8,ENSG00000172782
Q9NUH8,Q9H2C2
Q9NUH8,Q8TD06
Q9NUH8,Q6UX98
Q9NUH8,Q7RTY0
Q9NUH8,O95070
Q9NUH8,Q6PI25
Q9NUH8,Q8TDT2
Q9NUH8,Q7Z769
Q9NUH8,L0R6Q1
Q9NUH8,Q96G79
Q9NUH8,Q2M3R5
Q9NUH8,P81534
Q9NUH8,Q8N966
Q9NUH8,Q9Y584
Q9NUH8,Q53QW1
Q9NUH8,Q6RW13
Q9NUH8,Q14656
Q9NUH8,P17152
Q9NUH8,P07204
Q9NUH8,Q8IYJ2
Q9NUH8,Q8NEW7
Q9NUH8,Q96EC8
Q9NUH8,Q6N075
Q9NUH8,Q13643
Q9NUH8,O95807
Q9NUH8,Q6ZPD8
Q9NUH8,Q8WV15
Q9NUH8,Q8N912
Q9NUH8,Q9BTD3
Q9NUH8,Q9H0R3
Q9NUH8,Q02161
Q9NUH8,P54315
Q9NUH8,Q969S6
Q9NUH8,Q6QAJ8
Q9NUH8,A0PK00
Q9NUH8,Q9H8X9
Q9NUH8,Q9BXJ8
Q9NUH8,Q5T1Q4
Q9NUH8,Q9ULC5
Q9NUH8,Q9NX47
Q9NUH8,Q8NBD8
Q9NUH8,Q8NBQ5
Q9NUH8,Q8TAC9
Q9NUH8,Q8WV19
Q9NUH8,Q9BXA5
Q9NUH8,Q9Y385
Q9NUH8,P14060
Q9NUH8,Q99519
Q9NUH8,O95870
Q9NUH8,Q5J8X5
Q9NUH8,Q6P1K1
Q9NUH8,P59542
Q9NUH8,O95562
Q9NUH8,Q8WWP7
Q9NUH8,P57105
Q9NUH8,Q9Y320
Q9NUH8,Q8N357
Q9NUH8,Q9Y3D6
Q9NUH8,A8MV81
Q9NUH8,Q96B49
Q9NUH8,ENSG00000224916
Q9NUH8,ENSG00000231887
Q9NUH8,O60831
Q9NUH8,Q8N511
Q9NUH8,ENSG00000255245
Q9NUH8,O43451
Q9NUH8,O14925
Q9NUH8,ENSG00000267228
Q9NUH8,P55056
Q9NUH8,P13236
O43559,O43559
O43559,Q9H5F2
O43559,Q8ND83
O43559,Q8N5R6
O43559,Q9UNS2
O43559,Q9NYG5
O43559,Q16610
O43559,Q6UY14
O43559,P27658
O43559,Q02930
O43559,Q8WWB5
O43559,Q96PF1
O43559,Q9UKT9
O43559,Q7Z5V6
O43559,Q9BWG6
O43559,Q6P1J6
O43559,Q9NQ30
O43559,Q3KP44
O43559,Q8N456
O43559,Q92574
O43559,Q9Y6H3
O43559,Q96FE5
O43559,P35452
O43559,Q8WWY6
O43559,Q6IA69
O43559,Q8TAU3
O43559,Q8NA61
O43559,ENSG00000174370
O43559,Q8NEC5
O43559,Q3SY00
O43559,Q9H707
O43559,Q8IUC1
O43559,A6NJZ7
O43559,Q7Z4V0
O43559,Q8TF47
O43559,Q8HWS3
O43559,Q01546
O43559,Q9NZC7
O43559,Q7Z6I5
O43559,Q86W11
O43559,Q3LI66
O43559,P60410
O43559,O15162
O43559,Q5BKX5
O43559,Q07627
O43559,Q6ZU52
O43559,Q0VD86
O43559,Q15973
O43559,P15884
O43559,Q9NR12
O43559,Q92764
O43559,A8MQ03
O43559,Q9UC07
O43559,Q5T749
O43559,O60269
O43559,Q6NVV7
O43559,A8MV65
O43559,Q9BYR7
O43559,Q9BYR8
O43559,O14817
O43559,A2VCK2
O43559,Q8TDR4
O43559,Q6P5X5
