source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
Q05513,Q8IX03
Q14457,Q8N5C8
Q9UQC2,P31946
P07900,Q07869
P49916,Q96T60
P00519,P04629
P01138,P04629
Q96T60,P18887
Q96T60,P06746
Q7L590,Q13416
Q07666,P27986
Q96GN5,Q8IUH5
P62805,Q9UER7
P04629,P04629
P36406,P14373
O75376,Q07869
P25786,P40306
Q9UNL4,ENSG00000278272
Q9UNL4,P68431
Q9UNL4,P04637
P61244,P36873
Q9UBC3,P63279
Q9BX66,Q13177
Q9UBC3,P63165
Q9BX66,Q8WU20
P12830,P35221
P02545,P21333
P61244,P61244
O15372,Q9NRI5
P05556,P21333
P43034,Q9Y266
Q9BYV2,P14222
Q8N6T3,P24390
O43639,P0CG48
Q59H18,P19429
Q9Y4B6,Q96S94
P0CG48,O60260
Q6IE81,P40337
O60784,P0CG48
P10275,P21333
P11021,P61619
Q9UKT7,P63208
P01106,Q96GN5
P27540,Q14190
P50876,O14933
O00170,Q14344
P06401,P24941
O75969,Q14344
Q7KZ85,ENSG00000181222
P0CG48,O14964
P21731,Q14344
Q14344,P35241
Q9Y3Z3,Q9Y4B6
Q9UQC2,P46109
P03372,P30305
P18848,Q9UBS5
O15259,P21333
P61081,Q6PH85
P01106,P58317
Q9NYJ8,Q9NYJ8
P51114,P51116
Q6UVJ0,Q66GS9
Q9UQC2,Q06124
Q9NYJ8,Q8WWZ3
O60563,P50750
O60583,P50750
O75909,P50750
Q13507,Q13507
Q9Y4E5,P10275
Q9NYJ8,Q96EX3
P20366,P25103
P20366,P21452
Q96ES7,ENSG00000278272
P30305,P24941
Q8WXH0,O00499
P19338,P06748
P19338,P10243
Q9UNL4,Q9GZT9
O75962,P21333
P55201,P0C0S8
P19338,P17096
O95067,P21333
P19532,O00716
Q9UNL4,Q16695
Q9UNL4,Q04206
Q9UNL4,ENSG00000274267
P19338,P19338
P19338,P04637
O75369,P21333
P35372,Q8TEW6
P02786,O95166
P02786,P02786
P10244,O00716
P10244,P10244
P11166,O14908
P61244,P04198
Q9UNL4,Q9UNL4
Q9P021,P78352
Q15276,O75843
P04049,P31946
Q16531,Q13098
O75376,Q16594
Q86UV5,P35462
Q14643,P35219
Q92905,Q9BZR8
P38398,Q14643
Q14315,Q9NZV8
Q16514,O00268
Q12962,Q15543
P46527,P63208
Q9NZI2,Q9NZV8
Q92793,Q9UER7
P49768,Q9UMF0
Q96KE9,Q9UER7
O14757,Q9NQ76
Q02880,P63279
P38432,Q16594
P54253,P51965
P38432,P54253
P63208,P35222
P04637,P31947
Q16891,Q9NRI5
P63208,P36873
P31749,Q14643
Q9NRI5,Q15811
Q9C029,P46976
Q9UQM7,Q9UQM7
P04049,P31947
P05198,P31947
P07900,Q15185
P45973,P16401
P45973,P12956
Q07954,O75052
P62873,Q13371
Q15185,P10275
O75381,Q92968
P04406,P54253
P29475,Q15139
Q07021,Q15139
Q13257,O15205
O43281,P46108
P45973,O00268
P35712,O15266
P11413,P11413
P20226,P19793
P40855,Q92968
P02795,Q15139
P61204,P53367
P62380,P04156
O00167,P04899
Q8IY22,P21333
O95166,P27797
Q92769,Q9UER7
P23588,P31947
Q07954,O75553
O15457,P61758
P53365,P61204
Q7Z2Z1,Q92547
P19474,P27797
Q13105,Q92547
P62942,Q14643
Q01094,Q92547
P40337,P61758
P54253,P0C7T5
Q9Y2S7,P12004
P49848,Q16594
O14908,Q07954
O00623,O60683
P09234,Q01844
O00623,P40855
P43220,Q9UJZ1
Q8IVH4,Q8IVH4
O43808,P40855
O60683,P40855
Q9H3D4,Q9UER7
P03372,P27986
O75381,P40855
O96011,P40855
P28288,P40855
P06127,P27986
P33897,P40855
Q92830,O95359
P27986,P06213
Q92830,P12956
P18084,O96013
Q9UKJ1,P29350
P10398,P67870
P06756,P05106
P17948,P19174
P15502,O95967
P43220,Q5H8A4
O00602,P26022
P08603,P26022
P09038,P26022
P20749,P01100
P08069,P27986
Q00403,Q16594
Q6Y2X3,P21728
P62258,Q9NZJ0
Q9UQM7,P12814
P46734,Q00722
P05549,P67870
Q99497,Q9UER7
Q9UQM7,Q15078
P20749,P05412
P20749,P19793
P09619,P27986
O94864,Q7Z7C8
O00268,Q7Z7C8
P10398,P27986
P27986,P10721
P19878,P30041
O00165,Q9ULQ1
Q8NHX9,Q9ULQ1
Q9ULQ1,Q9ULQ1
P30041,P30041
P12004,P40926
P27986,P19235
Q9GZV5,Q01196
P22681,P27986
P41145,Q9H0R8
O95071,Q92547
O14713,Q07954
Q08499,Q8IUH5
Q8NEM0,Q8NEM0
P46109,P42229
Q08379,Q8IUH5
P46109,P46109
Q15554,Q8NEM0
Q01094,Q8NEM0
P30260,Q8NEM0
P19438,Q13546
O14641,P49407
Q14847,Q8IUH5
Q15047,Q8IUH5
P41597,Q9BW27
O43741,P67870
P21580,P31946
P46109,P11274
P35555,O94985
P35555,O95967
O00635,Q13546
P46109,P22681
P15502,P35555
P28300,P35555
P15056,P31946
P63208,Q5XUX1
Q8TD19,P53350
O95631,Q8NBI3
Q15276,O43747
Q13618,Q14681
P49407,P49407
P63279,Q9UER7
P56945,O15259
P56945,O15357
P56945,P12931
P56945,P46109
P46734,P49407
O15056,P63000
Q8IUH5,Q7Z698
Q7Z699,Q8IUH5
P05556,P31946
P63165,Q9UER7
P0CG48,Q8N5C8
Q7Z5R6,Q8IUH5
P08069,P31946
Q99873,Q14524
Q16537,Q8IUH5
Q99873,Q12906
Q9Y314,P29474
Q13216,Q16531
P11021,Q6E0U4
Q99873,P78543
Q969R5,O15379
P12272,P49407
P49407,P25105
P25490,P49407
P25963,P49407
P49407,P32121
P68104,Q8IUH5
P22681,P31946
Q13547,Q9UER7
P42701,P29459
P12830,P21980
Q9H3S7,Q9H553
Q99816,Q9H553
Q9H553,Q8WUM4
P21980,P21980
Q13619,Q16531
Q9H553,P50995
Q13485,Q9UER7
Q9H553,P20073
P10721,P46108
P17612,Q9NQ31
O60259,Q8IUH5
P02751,P21980
P05067,P21980
Q9Y2S7,Q7Z5Q5
P20226,P08047
P20226,P04637
Q9NRI5,P78559
P00519,P46108
P00533,P46108
P01009,P01009
Q09472,Q99733
O00161,Q8IUH5
O14662,Q8IUH5
O75369,Q8WUP2
Q8WUP2,P21333
O15530,Q8IUH5
O75807,Q13522
P63208,P61024
Q8WVD3,O75771
Q9UI95,P19419
P46531,Q92585
Q92585,Q06330
P62258,Q9UQ84
P63104,Q9UQ84
Q04917,Q9UQ84
Q8IUH5,P42858
Q9NQG5,ENSG00000181222
Q9BW27,Q8WYP5
P48730,Q8IUH5
P46109,O00459
P49840,Q8IUH5
Q9Y6M1,Q14103
P51674,Q8IUH5
Q8WUM0,Q9BW27
P63208,P62136
P26045,P31946
P60228,Q8IUH5
Q92754,P63279
P00519,P46109
Q02548,Q9UER7
P61981,Q9UQ84
P27986,Q8IUH5
O94921,Q92599
P30307,P31946
P30305,P31946
P30304,P31946
P30291,P31946
P46108,P35326
Q9BXS5,O43493
P42566,P46108
P27348,Q9UQ84
P15336,Q8IUH5
P17655,Q8IUH5
P31946,Q9UQ84
Q9UQ84,P31947
P40692,Q9UQ84
P43246,Q9UQ84
Q14315,Q9NP98
Q9P287,P51587
P11142,P00533
P37840,P0DMV9
Q8IX03,Q99689
P17600,P37840
Q8N8D1,Q99689
Q96GM5,Q99689
Q96PY6,Q99689
Q99689,Q99689
P20700,P42166
P20700,P42167
Q8TEJ3,Q13177
Q13105,Q6ZMR5
P37840,P0DMV8
P26368,P52272
O15409,O15409
P06400,Q9NY61
Q86Y82,Q96AJ9
P37840,P00414
P26599,P61978
P00519,P37840
P19793,Q9Y618
P52272,ENSG00000275895
P37840,P0CG48
O75190,P11142
P02511,P37840
P22736,Q9Y618
P37231,Q9Y618
P41182,Q9Y618
O95997,P53801
P11142,O95816
Q99689,Q14596
Q99689,Q14919
Q96KP6,P0CG48
Q9H492,O75143
O00141,P52292
O95259,Q14721
P24394,P78552
P16671,P07996
Q9BT78,Q13098
P11168,P52292
Q8N6D2,P27449
Q16633,P14859
P78552,P35225
P05113,P05113
P06241,P50406
P15918,P52292
Q9H165,Q9Y5X4
Q7L2E3,Q9Y5X4
O14920,Q9BT78
P50570,Q99962
ENSG00000033122,Q8WXI2
Q9Y580,P84103
P42858,Q9NX55
Q05193,Q99962
Q9P253,ENSG00000160695
Q9P253,Q9H269
P05112,P78552
P31749,P37840
P37840,P37840
Q14721,Q14721
P42166,P02545
P42167,P02545
P53041,Q49AN0
P35372,Q9H3M0
P42166,O75531
P42167,O75531
Q16827,Q16827
P54253,Q9Y618
Q99962,O43426
P49754,Q9P253
O43482,P42166
O43482,P42167
P52292,O96017
P42166,O15379
P42167,O15379
Q7L1V2,Q9P253
Q9Y580,Q13435
Q05209,O43294
P10636,Q9NY61
P12757,Q9Y618
Q05209,P00533
Q13362,P30153
Q9Y2J2,Q04917
Q9H492,Q12802
Q9Y618,P0C7T5
P10275,Q9Y618
P49418,P50570
P10276,Q9Y618
Q14207,Q9BQA5
Q9Y496,O00203
Q13362,O96017
P00519,P62993
P00533,P62993
O43889,P51610
P43220,Q9NXG6
P63000,Q07960
Q01105,Q9Y6X0
Q9Y496,P40337
O00716,P51610
Q9UGI8,Q9Y615
P45973,Q9Y689
Q9Y2J2,P31946
P50570,P12931
P06401,Q9Y618
P46013,Q9BQA5
P08047,Q9Y618
Q9Y2J2,P61981
Q14498,P05412
P60953,Q07960
Q13614,P07196
P51610,P51610
Q9H3M9,P0CG48
P09619,Q05209
P31323,P08754
P07910,P62993
Q9NRR5,Q9NRR5
ENSG00000063438,P27540
P52272,O43660
P11831,Q9Y618
P98164,Q9H9E1
Q9H9E1,Q9H0W5
Q9UQL6,P27348
Q9UQL6,P31947
Q9UHQ1,P02545
Q9UQL6,P48552
Q6ZMZ0,Q9NWZ5
Q05209,P04626
P54253,Q9NRR5
P22570,P49789
P10809,P49789
P08253,P35442
Q02779,Q9Y496
P10827,Q9Y618
Q08752,P10415
P06400,P62993
O43293,Q96IZ0
P14416,Q96IZ0
Q96IZ0,P19544
P10451,Q9NRR5
P11021,Q9NRR5
P62993,P07333
Q05513,Q96IZ0
P78362,Q9NR30
Q96BD6,Q96IZ0
Q8TEC5,P62136
P10828,Q9Y618
P03372,Q14498
P11473,Q9Y618
P03372,P10589
Q99962,Q13443
Q8WXE9,Q15811
P62873,P07550
Q13573,Q9Y618
Q16526,O15534
P08754,P62873
P15498,P62993
Q16526,O15055
P98170,Q9Y5V3
Q16526,O00327
P22607,P05230
P21731,P62873
P32455,P32455
P22607,P22607
Q99933,Q8IUQ4
Q13136,P23468
P62873,P42345
P17181,P23458
Q16186,P0CG48
Q13887,Q9Y618
Q99933,Q99075
P62873,P50150
P62873,P04899
P62873,O95467
P62873,P63092
P62873,Q5JWF2
Q06455,Q9Y618
Q07869,Q9Y618
P20936,P08133
Q96J02,Q9H3M7
Q06124,Q9H3M7
P55060,P04637
Q13136,P10586
P52735,Q9H3M7
Q8IZP0,P27986
Q6ZN44,Q9Y5V3
O95905,Q9H3M7
Q13227,Q9Y618
P62873,O14610
P38398,Q6PJG6
P62873,O60262
P20936,P16333
Q16186,O60260
Q15797,Q15797
P40189,P05231
P31273,Q15797
P52179,P52179
P61978,P12931
Q12933,Q8TF05
Q14512,P09038
Q14512,P98160
P15018,P40189
P10275,Q15797
Q6UB98,O75528
P12814,Q71U36
P18206,Q71U36
Q8IZP0,P14598
O95400,Q9Y5V3
P05556,Q71U36
P52179,O75923
Q15797,Q15796
P62873,P59768
P50502,Q99933
Q99933,P10415
Q99933,P10276
O14893,P62314
Q99933,P04049
P84022,Q15797
Q04759,Q05513
Q9BVG3,Q9H257
Q06187,O60239
P14866,P61978
P46937,Q15797
O95999,Q9H257
Q05513,O95999
Q99962,Q13444
P20936,P01112
Q05513,O15530
Q99962,Q99962
Q969G3,Q9UKL0
Q9UKL0,P34932
Q03181,Q9Y618
O60880,P20963
Q9UKL0,O95863
P11137,P62993
P15498,P43405
Q9NQA5,P60903
Q49AN0,O15055
O60341,Q9UKL0
Q99963,P42858
Q9UHL9,Q9UBW7
Q04206,Q9Y618
P62993,P11274
Q9UHL9,Q96CB8
Q9UHL9,Q8WWY6
Q96J02,Q99962
P38398,P52292
P40617,P52292
P43405,P06239
P42566,Q8WXE9
P50750,Q9Y5X4
P46063,P52292
Q9Y466,Q9H165
Q9Y2G2,Q9Y2G2
Q99962,Q99700
P43405,P07766
Q9Y2G2,Q14192
P10721,P62993
P62837,Q6ZSG1
P09769,P43405
Q99962,Q8WUM4
Q99962,Q96B97
Q6ZSG1,P0CG48
Q99962,Q70E73
P22681,P43405
P52435,P19387
P27986,P43405
Q99963,Q99961
Q99962,Q99963
Q99963,Q99963
O60674,O14543
O60674,O14744
O60603,P58753
Q99689,Q9HAJ7
Q9Y5V3,Q9NY61
Q06330,Q9Y618
O75335,O15083
P35232,P07355
P62195,Q9NPP4
P58753,P58753
O60674,O15524
Q13769,Q03518
P55042,O95273
Q9UHL9,Q6VMQ6
Q9UHL9,Q58WW2
P30273,P43405
P62873,Q07617
P43405,P43405
Q9UHL9,Q13835
O43187,P51617
Q99963,Q70E73
Q05516,Q9Y618
O75145,O15083
P20963,P20963
Q5JTV8,P02545
O75334,O15083
Q9Y3I1,Q9Y5V3
Q99963,Q96B97
P51617,P51617
Q99963,Q99700
O00206,P58753
Q13136,O15083
Q06187,P22681
P42229,P23458
Q8NG11,Q9NQ11
Q16181,Q16181
P04040,P04040
P42229,P19235
O00203,Q12955
P13236,P13236
P08138,Q9Y242
Q15910,Q9H2F5
P67809,Q7Z6E9
Q9H2F5,Q9BPY8
P84085,P53365
Q9NQ11,Q8N2K1
P32780,Q13888
Q13287,Q92993
P31749,P12268
Q7Z569,Q9NP66
Q14134,Q92993
P11021,P31749
Q9BXL5,Q9NP66
P20711,P10275
Q7L5N1,Q7L5N1
O00471,P62330
O60271,P62330
Q96RL1,O15287
P16520,P50151
Q9H4L4,P61956
Q9H4L4,P06748
Q9NQ11,Q86Z02
P53365,P62330
Q53HL2,Q9H4L4
P31749,O94875
O75928,P31749
O60504,P31749
Q9Y2W7,Q13286
Q9NQ11,Q99679
Q99816,Q9NPF5
P63279,Q9Y2W7
Q9Y2W7,P56545
P49137,P49137
P16298,P05412
O60674,P42229
Q8WY64,Q9Y2B0
P45974,P0CG48
Q9BT88,Q9NQ11
O75376,Q9Y618
P35609,Q9H2S1
O15455,P01903
Q6UX41,P04155
P16949,O15304
P63279,Q9UHF7
O15553,O15553
O60437,P31749
Q9NQ11,Q8WWM9
Q9H7B4,P42694
O94763,Q9NPF5
O15530,P31749
O15553,O15304
P10147,P10147
P26358,Q9NPF5
Q9NPF5,P49758
P51948,Q9NPF5
O43684,O60566
O60566,O43683
Q9UH92,Q9HAP2
O60674,P40238
P17096,Q96LA8
P15498,P12956
P06241,P15498
Q9NP71,Q9UH92
Q9UH92,Q9UH92
Q08881,P35326
Q07817,P36873
P00519,P15498
P15498,O43255
O60759,O15524
Q96RL1,P61956
P48023,P07948
P49810,Q07817
Q8TBR7,P08195
O95619,O75410
P78413,P10276
Q9BQG0,P40337
Q08881,P48023
P43626,P10321
P52926,Q96LA8
Q9NQ11,Q86VZ2
Q05195,Q9UH92
Q9UH92,Q14582
Q99583,Q9UH92
Q08881,P62937
P43626,P27986
P55957,Q07817
Q7Z4H7,O94927
P41235,O75469
P10275,Q92993
P23921,Q92993
Q92843,Q13625
Q13625,Q92843
P40818,P37840
Q92843,Q13794
Q13794,Q92843
P40818,P0CG48
P05067,Q92993
O43889,O15379
P51946,Q13888
O75886,P40818
Q96RL1,P03372
Q01113,Q92993
Q92993,Q04206
P38398,Q92560
Q9BQA1,Q15797
Q07817,P62136
Q9BZ95,Q16695
P03372,Q12778
Q07812,Q07817
Q12778,P10275
Q07817,Q07817
P07900,Q03113
P31749,P13645
P48023,P27986
Q96RL1,P0CG48
O43521,Q92843
P55957,Q92843
Q9BQA1,Q13237
P03372,Q92993
Q9NP66,P42858
P08246,Q7Z3S9
Q12899,Q12899
Q9H492,Q96A56
P60896,P51587
Q6ZVN7,P51587
P37231,P17096
P37231,P17252
P60896,P27694
Q6ZVN7,P27694
P42566,P42566
O95163,O95163
P37231,P19793
Q96EV8,Q8TDH9
P23246,P37231
Q13563,P48995
P98161,Q13563
O14684,O14684
Q9Y577,Q96DX7
P60896,Q15008
Q6ZVN7,Q15008
Q9H492,Q96CV9
P62993,O43561
O60869,P37231
P37231,O75376
O14522,O14522
Q16849,O14522
O43889,P32246
Q16849,P62937
Q16849,Q13332
Q14209,P06400
P42566,O14964
P09430,P37231
Q16849,Q13425
Q9NPA0,Q9NQ11
Q13563,Q13563
Q15173,O96017
P05412,Q9Y618
P56524,P31947
P38398,Q00536
Q00536,P63104
Q13362,P67775
Q9UNH5,O95235
Q9UNH5,P04637
Q9UNH5,Q7Z569
Q15024,Q5RKV6
Q9H492,Q14596
P56524,P27348
Q9Y530,P09874
P11234,P0DP25
P0DP24,P11234
P11234,P0DP23
Q99689,O75122
P37231,P37231
O60636,P62993
P56524,O75376
P56524,O75694
Q13393,Q15121
P56524,P03372
P04150,Q9Y618
Q9Y5I7,Q8N6F1
P03372,Q9Y618
P61201,Q7L5N1
Q96EV8,Q13049
Q15370,Q7Z7L7
P38646,P05230
Q15369,Q7Z7L7
P38646,P04637
Q13829,P67870
Q13829,P62745
P01100,Q9Y618
Q9BSI4,Q9NUX5
Q08999,Q15329
O95278,O95685
Q07812,Q9Y371
P60228,Q7L5N1
P28482,P49137
P27361,P49137
Q9NQ11,Q9BWH2
O95218,Q02040
P11233,Q15311
Q15311,P14635
O75469,Q9Y618
Q9NQ11,Q9GZU8
Q15311,Q00613
O95278,O95278
Q15329,Q14186
P08572,P02462
Q14683,O60216
Q13563,P19429
Q14974,P52294
Q14974,P62826
P62993,O43295
P18146,P17676
Q15672,O60885
P15923,Q15672
P20719,Q15672
Q15173,P67775
Q14974,P52292
Q9Y248,Q9NPI8
Q5VYK3,Q9HD67
Q9HD67,P43146
O00505,Q14974
Q14974,O00629
O60684,Q14974
P41240,P08069
P41240,P05412
P12272,Q14974
Q14145,Q14494
Q14202,P78347
P40189,P26441
Q96RN1,Q9H0H5
P41134,O14936
P41134,P15172
O75592,P0C2W1
P11766,P11766
O14607,Q04724
Q14896,Q14896
Q9Y3R0,P28065
P10827,Q13503
P10827,Q9Y3R0
O95819,Q9H0R5
Q9UP52,P60033
O75581,O15169
P03372,Q9Y3R0
Q96F44,ENSG00000256618
P37268,P43220
Q96R06,Q8N122
P42226,Q86WV6
P42263,Q9Y3R0
P42262,Q9Y3R0
P37231,Q9Y3R0
Q96F44,Q96F44
Q9P0R6,P49840
O95475,Q04724
P51959,Q15257
Q16537,Q9H0H5
O95343,Q04724
P30040,P43220
Q9UQF2,P05067
P55072,Q8NHG7
Q9UQF2,Q07954
P06213,Q9Y4H2
P43220,O75899
P27986,Q9Y4H2
P43220,O75787
Q9H444,O43633
P43220,O75155
P54725,P54725
P43220,O43761
P43220,O15432
P04626,P00533
Q15369,Q9H765
O95857,P43220
P62195,P20941
O43502,O43542
O43542,O15287
O14543,Q14186
P62195,P17980
Q13049,P14373
P23352,P11362
P12931,P28065
P05981,P43220
P63208,Q13503
P43220,P05156
P62195,P11473
Q9H444,O95630
P98164,Q9UQF2
P62195,P10828
Q9Y6F6,Q13976
P62195,P10276
P15884,Q04724
P43220,O15354
P48058,Q9Y3R0
Q09472,Q9Y3R0
O94906,Q8WWY3
Q9HBH0,Q9P2R3
Q9H204,P12931
P08631,Q9H204
Q9H204,P07947
P06241,Q9H204
Q7Z591,O95400
Q9H204,P06239
Q9H4M9,Q9P2R3
Q03112,Q9UBK9
O76041,Q9H204
Q9UBK9,Q04206
Q9Y3I1,P63208
Q9H204,O43586
Q9Y3I1,P25787
Q9H204,O15259
Q9UBK9,Q01196
O00459,Q9H204
Q9UBK9,P40337
Q9UBK9,P10275
Q12774,Q9H204
Q06187,Q9H204
Q9H204,P78352
Q9H204,P62993
P53041,P03372
Q04724,Q04724
Q9H204,P27986
P48764,Q6P0Q8
Q03014,Q04724
ENSG00000160695,Q9H269
Q01196,Q04724
Q9H204,P42684
Q9H204,P42680
Q9H204,P35240
Q9UPV0,Q53HC0
Q13148,P63244
Q9H1E3,P43220
Q9H0H5,P53350
Q02241,Q9H0H5
O15344,Q15257
Q9H444,Q96FZ7
O75970,P28335
Q9H444,Q96CF2
Q99490,Q9Y3R0
Q86X55,Q9Y3R0
Q9H444,Q8WUM4
Q4V328,Q9Y3R0
Q9Y3R0,Q14832
Q9Y3R0,Q14831
Q14653,Q9Y3R0
Q9H444,Q8WUX9
Q13148,Q13148
O75840,Q6PIJ6
Q9H3S7,Q9H444
Q9UPV0,Q6IQ55
O14818,P28065
Q8WWY3,O43172
O15357,Q8IV36
Q7LG56,P23921
P63279,Q9Y3R0
P04626,P04626
Q9BWU1,Q15022
Q6P2E9,Q8IU60
P05549,Q99967
Q13952,P01106
Q9NVV9,P51610
Q9NVV9,Q96IZ0
Q13950,P05412
Q09472,Q96RK1
P08922,P29350
Q15369,Q96BD6
P29350,O43561
P42768,O15145
Q99459,O43660
P20749,Q86UW6
Q13094,P00533
Q13094,P06239
Q13094,P16333
Q13094,P19174
Q13094,P27986
Q01094,Q14186
Q719H9,P05549
Q13950,P01100
Q9H3S7,Q9NZ09
Q9H7C4,P17661
P08684,P16662
P29372,P54725
P29350,P16885
P35637,Q15149
P54257,P54257
Q15691,P05067
P05412,P05412
P54257,P42858
Q92754,Q99967
P54578,O75460
P26368,P15941
P16144,Q99500
P26368,P19544
Q92481,Q99967
Q09472,Q99967
P08908,P08908
P41235,Q99967
P15924,Q15691
Q8N163,Q9H4Z2
P36956,A1YPR0
P02786,Q9P0V3
P55072,Q9BZV1
O00231,P54646
Q86UP2,P84095
P0CG48,P54725
Q15831,Q9NNW5
P51532,Q9BWU1
P61586,Q86UP2
P29692,Q86UP2
P01100,P05412
P16144,Q15149
Q7Z6Z7,Q7Z6Z7
P41182,Q9BWU1
Q92608,Q92556
P26368,Q99590
Q15691,P25054
Q13049,P61088
P62714,P31314
P43686,P17980
P16949,Q96J94
P29350,P27986
P51946,Q8IZL9
Q8IZL9,P67870
O60832,Q9BUR4
P39059,P39059
Q15785,P55072
P28062,P28065
Q8NF64,P10275
P36956,P02545
Q16849,Q8WXG6
Q15691,P54274
Q9UM63,Q9UER7
P63279,Q9UM63
Q15691,Q03001
P48736,Q8WYR1
Q15369,Q96A44
Q9NZC3,P41220
Q9H422,P04637
Q15054,P12004
Q8IZT6,Q05086
Q9NZC3,O15492
Q9H0E9,P19793
P05231,P08887
Q05516,O75182
P53041,P08238
Q8WV24,P50914
P54098,Q9UHN1
P12004,P68104
O15371,Q8WV24
Q14254,O75955
Q99836,O60602
O60603,Q99836
P78317,Q9UGU0
Q13310,Q8WV24
P00519,Q8IZP0
P49005,P12004
P19174,P68104
Q5BJF6,P61006
P51671,P51671
Q13485,P12755
P14618,Q15751
P52435,Q9NY61
Q06787,Q7Z417
P15336,Q13485
P58753,Q99836
O00206,Q99836
P38398,Q9BX63
P40692,Q9BX63
Q9BX63,P54132
Q9ULX6,Q68DV7
Q12933,Q8IUC6
Q13077,Q8IUC6
P62068,Q8TAF3
Q66K74,O14543
Q66K74,O14599
Q9ULX6,Q08211
Q8IZP0,P02549
P68104,P05186
Q9H2K2,O43815
Q15751,Q00610
P31323,Q9UKA4
O43464,Q9P0J0
Q9UKA4,P49841
P40763,Q9P0J0
Q9HC29,Q9P0J0
Q9H2K2,Q9C0C2
P46108,P62993
Q9Y2I6,P53350
P46527,P62993
Q9BZS1,P35398
Q01344,Q13432
P52294,P15918
O76081,P48039
Q9BZS1,O15304
P42566,P62993
Q92698,Q9H2K2
Q9H2K2,P11274
Q9H2K2,P54274
P78314,Q9H2K2
P17947,P23769
Q9UQL6,Q9Y618
Q9BYM8,Q9UIM3
Q13485,O95365
Q13568,Q99836
Q9H2K2,Q14449
Q6SZW1,Q99836
Q99836,Q92985
Q13485,O75593
Q99708,Q9NY61
P41212,P62993
P27694,Q9BX63
Q15849,O95295
Q8TAF3,O75317
P40337,P62487
Q14318,P0DP24
Q14318,P0DP23
O43639,Q14185
P61073,P51681
P29353,Q8NEM2
Q13061,P21817
Q14318,P0DP25
O95278,Q9UMS0
Q9Y2I1,P51151
P42224,P00533
Q14934,P45983
P29474,P29474
Q06187,Q06187
Q13323,Q07820
Q13882,P04626
Q14318,P10415
P22681,P62993
Q12873,Q13422
P10275,Q05066
Q02078,P63279
Q02078,P50553
O43541,Q15797
Q71U36,Q14118
P24385,Q01101
Q9BXL6,O95999
P42224,P42224
P05305,P05305
P21802,P62993
P48357,O15243
P62191,Q14318
P38398,P42224
P48357,P48357
P15260,P42224
P41212,O75376
P0DP25,P29474
P0DP24,P29474
P29474,P0DP23
O15344,P68104
Q12933,Q13114
Q13882,Q13882
P09917,Q16873
P13056,P10275
O15379,Q15759
P13056,O15379
O00206,Q86XR7
P30530,P62993
Q6SZW1,Q86XR7
P09917,Q14019
Q9UL25,Q9UJ41
P07900,P29474
O43353,Q13114
Q16873,Q16873
P25942,Q13114
P28908,Q13114
P45984,Q14934
P11940,P26651
P06727,P20393
P27986,P62993
P36941,Q13114
Q13114,P37198
P29350,P62993
P29353,P62993
P68104,O15205
Q13485,Q13485
Q05516,O75787
O95071,P52294
P60953,Q5VT25
Q06455,P26358
P30153,Q9BXL7
Q15120,P10515
Q9H307,P08727
Q9H307,P05787
Q06455,P13861
Q06455,Q05516
Q9H307,P05783
Q15653,Q04206
P20618,P28062
O15117,Q86WV1
P08575,Q86WV1
Q05516,P68104
Q06455,O75376
Q06455,Q06455
Q15653,P19793
Q9H307,Q13427
P41279,P19838
Q9H307,Q08170
Q13107,P19474
Q96EP0,Q96BN8
Q99523,P30533
P02511,Q9UJY1
Q9NPI6,Q9NPI6
O00231,Q13107
O95999,Q9BXL7
Q99665,Q14765
Q15653,O95365
Q9H467,O14543
O14920,Q9H467
Q9H467,O15111
O75807,Q9H467
P06401,Q9H467
P11277,P02549
Q05516,P63165
Q9H204,Q92783
P05412,E9PAV3
P05412,Q13765
Q92636,Q9NPI6
P55064,P55064
Q96DX5,Q15369
Q96DX5,Q15370
Q05516,P10276
Q9H204,Q92882
Q96DX5,Q93034
Q5TCQ9,Q9H204
P15311,ENSG00000160695
O00212,Q9P2R3
Q99459,O75934
P01033,Q05516
Q96KC8,P01011
P03372,Q9Y4A5
P38398,Q9Y4A5
P49748,O14543
P12830,P49748
Q9NP31,P55072
Q05516,P41182
Q9GZV5,Q9H204
Q05516,P35670
P63208,Q9Y4A5
P61244,Q9Y4A5
Q05516,P29590
P24001,Q05516
Q9BVK8,P43220
Q96PU5,Q9H204
Q13148,P40818
O14558,Q9UJY1
Q9H307,Q13523
P04792,Q9UJY1
Q99523,P01138
Q8TEK3,P42568
Q9UBS8,Q96LR5
O75925,O43255
O75925,O75376
P54762,P62993
Q9UBS8,Q969T4
P40123,Q01518
P49810,Q6PIL6
Q03405,P03950
P11831,O15550
P35711,O15266
Q9UBS8,Q01995
Q08397,Q9UBX5
P15502,Q9UBX5
P51617,Q9NWZ3
Q9UBS8,P51965
P58753,Q9NWZ3
P11831,P10276
Q92570,O95343
Q9P0K1,P27348
P11940,Q9ULR5
Q9BZS1,Q8TF47
Q5VT25,Q5VT25
O95295,Q8NER1
O15085,Q9ULL4
P17612,O15530
P25705,Q8N5M1
P13569,Q9HBW0
Q01518,Q01518
P50570,P62993
P78537,Q9NUP1
Q9HBW0,Q15654
Q9P0K1,P63104
O43502,O75771
Q9Y6M0,P36952
Q9P0K1,P31946
Q15276,Q9UJ41
Q01518,P63261
